post_uri,post_url,post_cid,text,createdAt_post,indexedAt_post,embed,likeCount,repostCount,replyCount,did,handle,displayName,followersCount,followsCount,postsCount,createdAt_profile,indexedAt_profile,viewer_muted,viewer_following,viewer_blockedBy,labels,collectedAt,fake_news_label,fake_news_probs,emotions_raw,top_emotion,reliability_score,reliability_text
at://did:plc:bsv526fnxsafsmaxxi3qhgip/app.bsky.feed.post/3lt4xfb45tc2k,https://bsky.app/profile/annikadahlin.bsky.social/post/3lt4xfb45tc2k,bafyreiemzqpl2dxkxsox4igv23glrfe7k34wlur4ipi4m5u4livb6vuz7i,Kill another green law? The EU wants to continue protecting polluters spreading greenwashing lies. Finally political momentum is on our side to stop this. Sign to demand the anti-greenwashing law. action.wemove.eu/sign/2025-07...,2025-07-04T09:44:17.544Z,2025-07-04T09:44:24.836Z,"""external=External(description='Kill another green law? The EU wants to continue protecting polluters spreading greenwashing lies. Finally political momentum is on our side to stop this. Sign to demand the anti-greenwashing law.', title='No more \u201cgreen\u201d lies! Don\u2019t let the EU kill the anti-greenwashing law.', uri='https://action.wemove.eu/sign/2025-07-antigreenwashing-directive-petition-EN?akid=s6344249..4H0XRk', thumb=BlobRef(mime_type='image/jpeg', size=765971, ref=IpldLink(link='bafkreifmqfrltgdfdvn2bwqtv7wo6jh2be457gd7cxx4hilt6cj6xtu6iu'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'""",0,0,0,did:plc:bsv526fnxsafsmaxxi3qhgip,annikadahlin.bsky.social,Annika Dahlin,0,0,0,2025-03-02T13:52:59.445Z,,False,,False,"""[]""",2025-07-04T10:10:32.339120Z,Vrai,"[0.0394713468849659, 0.9605286717414856]","[{""label"": ""admiration"", ""score"": 0.0016839979216456413}, {""label"": ""amusement"", ""score"": 0.0004929915885441005}, {""label"": ""anger"", ""score"": 0.002944828011095524}, {""label"": ""annoyance"", ""score"": 0.018479641526937485}, {""label"": ""approval"", ""score"": 0.1468077301979065}, {""label"": ""caring"", ""score"": 0.0038647360634058714}, {""label"": ""confusion"", ""score"": 0.03288692981004715}, {""label"": ""curiosity"", ""score"": 0.0952862799167633}, {""label"": ""desire"", ""score"": 0.012852080166339874}, {""label"": ""disappointment"", ""score"": 0.004153320100158453}, {""label"": ""disapproval"", ""score"": 0.012715266086161137}, {""label"": ""disgust"", ""score"": 0.001028468948788941}, {""label"": ""embarrassment"", ""score"": 0.00031061909976415336}, {""label"": ""excitement"", ""score"": 0.0015789128374308348}, {""label"": ""fear"", ""score"": 0.0007361075258813798}, {""label"": ""gratitude"", ""score"": 0.0002150461805285886}, {""label"": ""grief"", ""score"": 0.00022939361224416643}, {""label"": ""joy"", ""score"": 0.0006083790794946253}, {""label"": ""love"", ""score"": 0.0009232826996594667}, {""label"": ""nervousness"", ""score"": 0.0004140225937590003}, {""label"": ""optimism"", ""score"": 0.018010180443525314}, {""label"": ""pride"", ""score"": 0.0001908539270516485}, {""label"": ""realization"", ""score"": 0.010561616159975529}, {""label"": ""relief"", ""score"": 0.0003708678123075515}, {""label"": ""remorse"", ""score"": 0.00024312899040523916}, {""label"": ""sadness"", ""score"": 0.0009736286010593176}, {""label"": ""surprise"", ""score"": 0.0009408761980012059}, {""label"": ""neutral"", ""score"": 0.6617394685745239}]",neutral,0.0,Ce tweet a un score de fiabilité de 0.0%.
at://did:plc:7zuljjbmmo33otycm7cgekjx/app.bsky.feed.post/3lt4xeucw4s26,https://bsky.app/profile/nevso.bsky.social/post/3lt4xeucw4s26,bafyreihaofsxtt4qqnx4pijochznnzlhlnra4y4zanaxram7tyob7fgedi,Karl Marx supposedly said “Capitalism contains the seeds of its own destruction”.   Concentration of Wealth in fewer hands. Workers are alienated and underpaid. Capitalism overproduces goods but cannot ensure people can afford them. These tensions lead to political and social upheaval.,2025-07-04T09:44:04.135Z,2025-07-04T09:44:05.136Z,{},1,0,0,did:plc:7zuljjbmmo33otycm7cgekjx,nevso.bsky.social, nevso,0,0,0,2024-11-12T01:23:13.403Z,,False,,False,"""[]""",2025-07-04T10:10:32.339198Z,Faux,"[0.9368879199028015, 0.06311199069023132]","[{""label"": ""admiration"", ""score"": 0.0008593863458372653}, {""label"": ""amusement"", ""score"": 0.0010859831236302853}, {""label"": ""anger"", ""score"": 0.003947356250137091}, {""label"": ""annoyance"", ""score"": 0.059482231736183167}, {""label"": ""approval"", ""score"": 0.04824744537472725}, {""label"": ""caring"", ""score"": 0.0035105638671666384}, {""label"": ""confusion"", ""score"": 0.0022235794458538294}, {""label"": ""curiosity"", ""score"": 0.000989941880106926}, {""label"": ""desire"", ""score"": 0.0012965328060090542}, {""label"": ""disappointment"", ""score"": 0.09184929728507996}, {""label"": ""disapproval"", ""score"": 0.010780483484268188}, {""label"": ""disgust"", ""score"": 0.0037207892164587975}, {""label"": ""embarrassment"", ""score"": 0.003261621342971921}, {""label"": ""excitement"", ""score"": 0.0005352461012080312}, {""label"": ""fear"", ""score"": 0.0028670099563896656}, {""label"": ""gratitude"", ""score"": 0.00022213489864952862}, {""label"": ""grief"", ""score"": 0.0015372077468782663}, {""label"": ""joy"", ""score"": 0.0012568975798785686}, {""label"": ""love"", ""score"": 0.0006593031575903296}, {""label"": ""nervousness"", ""score"": 0.003906457684934139}, {""label"": ""optimism"", ""score"": 0.004816862754523754}, {""label"": ""pride"", ""score"": 0.0004999704542569816}, {""label"": ""realization"", ""score"": 0.06639935821294785}, {""label"": ""relief"", ""score"": 0.0019856940489262342}, {""label"": ""remorse"", ""score"": 0.0014100965345278382}, {""label"": ""sadness"", ""score"": 0.059681281447410583}, {""label"": ""surprise"", ""score"": 0.0008306329254992306}, {""label"": ""neutral"", ""score"": 0.7244235873222351}]",neutral,0.36363636363636365,Ce tweet a un score de fiabilité de 0.4%.
at://did:plc:cvfwhduy7xe6ukonupjjv7pi/app.bsky.feed.post/3lt4xemqyw22c,https://bsky.app/profile/parlconst.bsky.social/post/3lt4xemqyw22c,bafyreigaonze2jjeaqned6nijv56gx3bnxrqvf62jnildvsmmljakqc42y,"Have just finished listening to this excellent 20 part series on the 1945 General Election and its consequences, by David Runciman. If you are  interested in electoral history, I thoroughly recommend it. With some insightful contributions on the political aspects from @robertsaunders.bsky.social",2025-07-04T09:43:56.207Z,2025-07-04T09:43:59.437Z,"""external=External(description='All episodes of Postwar', title='BBC Radio 4 - Politically, Postwar - Episode guide', uri='https://www.bbc.co.uk/programmes/m002d8v1/episodes/guide', thumb=BlobRef(mime_type='image/jpeg', size=860571, ref=IpldLink(link='bafkreid7gqigla3x3mfjqy6avfqwkyxq34v32tzv2iamsmhltfsblwnoay'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'""",5,2,1,did:plc:cvfwhduy7xe6ukonupjjv7pi,parlconst.bsky.social,UK Parliamentary Constituencies (since 1885),0,0,0,2023-11-23T12:16:27.598Z,,False,,False,"""[]""",2025-07-04T10:10:32.339328Z,Vrai,"[0.0017223580507561564, 0.9982776641845703]","[{""label"": ""admiration"", ""score"": 0.26259365677833557}, {""label"": ""amusement"", ""score"": 0.0008450400782749057}, {""label"": ""anger"", ""score"": 0.00040197698399424553}, {""label"": ""annoyance"", ""score"": 0.0033842320553958416}, {""label"": ""approval"", ""score"": 0.5110398530960083}, {""label"": ""caring"", ""score"": 0.0025480096228420734}, {""label"": ""confusion"", ""score"": 0.0010157465003430843}, {""label"": ""curiosity"", ""score"": 0.0012256958289071918}, {""label"": ""desire"", ""score"": 0.0026471372693777084}, {""label"": ""disappointment"", ""score"": 0.001549028791487217}, {""label"": ""disapproval"", ""score"": 0.0031904017087072134}, {""label"": ""disgust"", ""score"": 0.0006901585729792714}, {""label"": ""embarrassment"", ""score"": 0.00022852564870845526}, {""label"": ""excitement"", ""score"": 0.01538785919547081}, {""label"": ""fear"", ""score"": 0.0003561597259249538}, {""label"": ""gratitude"", ""score"": 0.02401139587163925}, {""label"": ""grief"", ""score"": 0.0002536395622882992}, {""label"": ""joy"", ""score"": 0.011208947747945786}, {""label"": ""love"", ""score"": 0.0037983169313520193}, {""label"": ""nervousness"", ""score"": 0.000243945381953381}, {""label"": ""optimism"", ""score"": 0.007408211939036846}, {""label"": ""pride"", ""score"": 0.0044746845960617065}, {""label"": ""realization"", ""score"": 0.018481463193893433}, {""label"": ""relief"", ""score"": 0.0036919780541211367}, {""label"": ""remorse"", ""score"": 0.00017056903743650764}, {""label"": ""sadness"", ""score"": 0.000553455320186913}, {""label"": ""surprise"", ""score"": 0.0010650051990523934}, {""label"": ""neutral"", ""score"": 0.1788320243358612}]",approval,10.42687747035573,Ce tweet a un score de fiabilité de 10.4%.
at://did:plc:mtjcd4ajcy3vkgukcquks3mu/app.bsky.feed.post/3lt4xefge4s2n,https://bsky.app/profile/dseitz.bsky.social/post/3lt4xefge4s2n,bafyreihfgdpyyxb4ehrdwor2vlpge3chwhjqwbljpfahf7dycimbhjqmqa,"As it is, the GOP is a party clinging to political relevancy by its fingertips, and their stupid cruel tax bill is probably going to be the thing that pries that grip loose.",2025-07-04T09:43:48.519Z,2025-07-04T09:43:49.137Z,{},1,0,0,did:plc:mtjcd4ajcy3vkgukcquks3mu,dseitz.bsky.social,Dan Seitz,0,0,0,2023-10-11T12:59:36.603Z,,False,,False,"""[]""",2025-07-04T10:10:32.339396Z,Vrai,"[0.0017457186477258801, 0.9982542395591736]","[{""label"": ""admiration"", ""score"": 0.0012390859192237258}, {""label"": ""amusement"", ""score"": 0.0017618619604036212}, {""label"": ""anger"", ""score"": 0.2033652812242508}, {""label"": ""annoyance"", ""score"": 0.5597938299179077}, {""label"": ""approval"", ""score"": 0.014232892543077469}, {""label"": ""caring"", ""score"": 0.0021972288377583027}, {""label"": ""confusion"", ""score"": 0.0015799467219039798}, {""label"": ""curiosity"", ""score"": 0.0008403607062064111}, {""label"": ""desire"", ""score"": 0.002591185038909316}, {""label"": ""disappointment"", ""score"": 0.038975149393081665}, {""label"": ""disapproval"", ""score"": 0.03330298140645027}, {""label"": ""disgust"", ""score"": 0.02809588611125946}, {""label"": ""embarrassment"", ""score"": 0.002689980436116457}, {""label"": ""excitement"", ""score"": 0.0005705484072677791}, {""label"": ""fear"", ""score"": 0.0014006770215928555}, {""label"": ""gratitude"", ""score"": 0.00042887614108622074}, {""label"": ""grief"", ""score"": 0.00051782006630674}, {""label"": ""joy"", ""score"": 0.000814643397461623}, {""label"": ""love"", ""score"": 0.0005306086968630552}, {""label"": ""nervousness"", ""score"": 0.0005434759077616036}, {""label"": ""optimism"", ""score"": 0.007228255737572908}, {""label"": ""pride"", ""score"": 0.00048208265798166394}, {""label"": ""realization"", ""score"": 0.010271214880049229}, {""label"": ""relief"", ""score"": 0.0003143681096844375}, {""label"": ""remorse"", ""score"": 0.0004597200604621321}, {""label"": ""sadness"", ""score"": 0.005933383479714394}, {""label"": ""surprise"", ""score"": 0.0007970394217409194}, {""label"": ""neutral"", ""score"": 0.254984050989151}]",annoyance,0.36363636363636365,Ce tweet a un score de fiabilité de 0.4%.
at://did:plc:a7mwcumz53ewjim2mgaqii3z/app.bsky.feed.post/3lt4xchxwds2p,https://bsky.app/profile/loucifursmom.bsky.social/post/3lt4xchxwds2p,bafyreieo4vom7dq5qukwmhjn7orbwljafyg6gny6gp5hzd746t4a4zor2q,The gender affirming care change was due to McBride and Baldwin not Schumer  His accomplishment was a symbolic name change that is nothing but political theater.   Schumer upholds the status quo and that right there is reason enough to be mad about Schumer in congress.   He's worthless 😒,2025-07-04T09:42:44.083Z,2025-07-04T09:42:45.239Z,{},1,0,0,did:plc:a7mwcumz53ewjim2mgaqii3z,loucifursmom.bsky.social,Loucifur's Mom,0,0,0,2024-11-14T01:33:52.580Z,,False,,False,"""[]""",2025-07-04T10:10:32.339464Z,Vrai,"[0.012858516536653042, 0.987141489982605]","[{""label"": ""admiration"", ""score"": 0.008282589726150036}, {""label"": ""amusement"", ""score"": 0.0024641859345138073}, {""label"": ""anger"", ""score"": 0.17162363231182098}, {""label"": ""annoyance"", ""score"": 0.5269356369972229}, {""label"": ""approval"", ""score"": 0.04689566791057587}, {""label"": ""caring"", ""score"": 0.0021857740357518196}, {""label"": ""confusion"", ""score"": 0.0010878454195335507}, {""label"": ""curiosity"", ""score"": 0.0009322069818153977}, {""label"": ""desire"", ""score"": 0.002564295893535018}, {""label"": ""disappointment"", ""score"": 0.07570869475603104}, {""label"": ""disapproval"", ""score"": 0.1016567274928093}, {""label"": ""disgust"", ""score"": 0.009450750425457954}, {""label"": ""embarrassment"", ""score"": 0.0021634527947753668}, {""label"": ""excitement"", ""score"": 0.0009339792304672301}, {""label"": ""fear"", ""score"": 0.0004017754690721631}, {""label"": ""gratitude"", ""score"": 0.0005607364582829177}, {""label"": ""grief"", ""score"": 0.0005004796548746526}, {""label"": ""joy"", ""score"": 0.0013452202547341585}, {""label"": ""love"", ""score"": 0.00106575689278543}, {""label"": ""nervousness"", ""score"": 0.00031863260664977133}, {""label"": ""optimism"", ""score"": 0.007918090559542179}, {""label"": ""pride"", ""score"": 0.0010635093785822392}, {""label"": ""realization"", ""score"": 0.017361683771014214}, {""label"": ""relief"", ""score"": 0.0005695348372682929}, {""label"": ""remorse"", ""score"": 0.0005989678320474923}, {""label"": ""sadness"", ""score"": 0.0046953544951975346}, {""label"": ""surprise"", ""score"": 0.001021987060084939}, {""label"": ""neutral"", ""score"": 0.21026208996772766}]",annoyance,0.36363636363636365,Ce tweet a un score de fiabilité de 0.4%.
at://did:plc:nhsqcbpqqlrxhhwtyqvapnge/app.bsky.feed.post/3lt4xcenvrc2f,https://bsky.app/profile/d-locke.bsky.social/post/3lt4xcenvrc2f,bafyreihdnjnul2qf43dr35lfpeljqeb667d5sxhuxkdjt23metm2bsscdq,"Once a new system of detention facilities and ICE agents is established and the idea that a Republican president can legitimately attack political opponents is accepted, a police state will be in place:  H.C. Richardson [ @hcrichardson.bsky.social ] heathercoxrichardson.substack.com/p/july-1-2025",2025-07-04T09:42:40.609Z,2025-07-04T09:42:41.037Z,{},0,0,0,did:plc:nhsqcbpqqlrxhhwtyqvapnge,d-locke.bsky.social,David Locke,0,0,0,2023-08-21T21:47:31.799Z,,False,,False,"""[]""",2025-07-04T10:10:32.339533Z,Vrai,"[0.006380071863532066, 0.9936198592185974]","[{""label"": ""admiration"", ""score"": 0.003013382898643613}, {""label"": ""amusement"", ""score"": 0.0015005255118012428}, {""label"": ""anger"", ""score"": 0.0007492699660360813}, {""label"": ""annoyance"", ""score"": 0.005160769447684288}, {""label"": ""approval"", ""score"": 0.16355936229228973}, {""label"": ""caring"", ""score"": 0.0014061031397432089}, {""label"": ""confusion"", ""score"": 0.0019508210243657231}, {""label"": ""curiosity"", ""score"": 0.0008875105995684862}, {""label"": ""desire"", ""score"": 0.0025993180461227894}, {""label"": ""disappointment"", ""score"": 0.0018231250578537583}, {""label"": ""disapproval"", ""score"": 0.002224909607321024}, {""label"": ""disgust"", ""score"": 0.0008778437622822821}, {""label"": ""embarrassment"", ""score"": 0.0002277890598634258}, {""label"": ""excitement"", ""score"": 0.0012014289386570454}, {""label"": ""fear"", ""score"": 0.0005744001246057451}, {""label"": ""gratitude"", ""score"": 0.0005251110997051001}, {""label"": ""grief"", ""score"": 0.00017208779172506183}, {""label"": ""joy"", ""score"": 0.0014448094880208373}, {""label"": ""love"", ""score"": 0.0013611303875222802}, {""label"": ""nervousness"", ""score"": 0.0002634964475873858}, {""label"": ""optimism"", ""score"": 0.016361642628908157}, {""label"": ""pride"", ""score"": 0.0003872963134199381}, {""label"": ""realization"", ""score"": 0.0270540751516819}, {""label"": ""relief"", ""score"": 0.0006170860142447054}, {""label"": ""remorse"", ""score"": 0.00022760646243114024}, {""label"": ""sadness"", ""score"": 0.0006991938571445644}, {""label"": ""surprise"", ""score"": 0.0004871294368058443}, {""label"": ""neutral"", ""score"": 0.8585686683654785}]",neutral,0.0,Ce tweet a un score de fiabilité de 0.0%.
at://did:plc:cpshddqofvb6kgmi3rng4nyv/app.bsky.feed.post/3lt4xayy3cc2v,https://bsky.app/profile/saulstaniforth.bsky.social/post/3lt4xayy3cc2v,bafyreidj5khohl5773fwougysokvmaplgwaybybepxyjjn5rzkpz365kh4,"James Schneider: ""Following Zarahs message.. my phone has been exploding with people being extremely excited of the prospect of their being a home for progressive politics.. there are millions & millions of people around the country who are not represented in our political system""",2025-07-04T09:41:54.806Z,2025-07-04T09:41:48.938Z,"""video=BlobRef(mime_type='video/mp4', size=4114886, ref=IpldLink(link='bafkreigo7kzkeaykwwynmwmroq67omghlllinrbrmpw27otxj47y3f66xm'), py_type='blob') alt=None aspect_ratio=AspectRatio(height=720, width=1290, py_type='app.bsky.embed.defs#aspectRatio') captions=None py_type='app.bsky.embed.video'""",13,2,0,did:plc:cpshddqofvb6kgmi3rng4nyv,saulstaniforth.bsky.social,Saul Staniforth,0,0,0,2023-12-13T19:55:27.204Z,,False,,False,"""[]""",2025-07-04T10:10:32.339671Z,Faux,"[0.9784621000289917, 0.021537920460104942]","[{""label"": ""admiration"", ""score"": 0.00505572697147727}, {""label"": ""amusement"", ""score"": 0.007255190517753363}, {""label"": ""anger"", ""score"": 0.001587160862982273}, {""label"": ""annoyance"", ""score"": 0.00690915621817112}, {""label"": ""approval"", ""score"": 0.04081425815820694}, {""label"": ""caring"", ""score"": 0.0024061838630586863}, {""label"": ""confusion"", ""score"": 0.005560849327594042}, {""label"": ""curiosity"", ""score"": 0.023874729871749878}, {""label"": ""desire"", ""score"": 0.010695336386561394}, {""label"": ""disappointment"", ""score"": 0.004866297356784344}, {""label"": ""disapproval"", ""score"": 0.0050735557451844215}, {""label"": ""disgust"", ""score"": 0.001954699167981744}, {""label"": ""embarrassment"", ""score"": 0.0012058016145601869}, {""label"": ""excitement"", ""score"": 0.6033183932304382}, {""label"": ""fear"", ""score"": 0.004420362878590822}, {""label"": ""gratitude"", ""score"": 0.0011278302408754826}, {""label"": ""grief"", ""score"": 0.0006242263480089605}, {""label"": ""joy"", ""score"": 0.02289385162293911}, {""label"": ""love"", ""score"": 0.0031586047261953354}, {""label"": ""nervousness"", ""score"": 0.005705317482352257}, {""label"": ""optimism"", ""score"": 0.005286083556711674}, {""label"": ""pride"", ""score"": 0.0012092078104615211}, {""label"": ""realization"", ""score"": 0.00802992470562458}, {""label"": ""relief"", ""score"": 0.0020621351432055235}, {""label"": ""remorse"", ""score"": 0.0005300493212416768}, {""label"": ""sadness"", ""score"": 0.002887077396735549}, {""label"": ""surprise"", ""score"": 0.012012211605906487}, {""label"": ""neutral"", ""score"": 0.3254430294036865}]",excitement,7.335968379446641,Ce tweet a un score de fiabilité de 7.3%.
at://did:plc:3v33m5usqltvzyjts23l7yhu/app.bsky.feed.post/3lt4x6n3ekc2r,https://bsky.app/profile/saksith.news/post/3lt4x6n3ekc2r,bafyreihn5nkmjrzip2ncnncceejpslpr3cv5c2qcsqew4cjw5gvlrubzhy,"A thought to top off a turbulent week in Thai politics:  Do PM Paetongtarn's blunders justify her ouster? I don't know, but in Thai political history we had politicians dismissed for less - and many, many others allowed to continue to be in power for far, far worse...",2025-07-04T09:40:35.221Z,2025-07-04T09:40:36.735Z,{},3,0,0,did:plc:3v33m5usqltvzyjts23l7yhu,saksith.news,Saksith Saiyasombut | ศักดิ์สิทธิ์ ไสยสมบัติ,0,0,0,2023-09-18T20:30:02.791Z,,False,,False,"""[]""",2025-07-04T10:10:32.340852Z,Vrai,"[0.0013322884915396571, 0.9986677169799805]","[{""label"": ""admiration"", ""score"": 0.001857119263149798}, {""label"": ""amusement"", ""score"": 0.0014032511971890926}, {""label"": ""anger"", ""score"": 0.004870550706982613}, {""label"": ""annoyance"", ""score"": 0.03879646211862564}, {""label"": ""approval"", ""score"": 0.0212510097771883}, {""label"": ""caring"", ""score"": 0.002997743198648095}, {""label"": ""confusion"", ""score"": 0.8546079993247986}, {""label"": ""curiosity"", ""score"": 0.1973813772201538}, {""label"": ""desire"", ""score"": 0.002029764000326395}, {""label"": ""disappointment"", ""score"": 0.033160194754600525}, {""label"": ""disapproval"", ""score"": 0.01878127083182335}, {""label"": ""disgust"", ""score"": 0.005394319072365761}, {""label"": ""embarrassment"", ""score"": 0.0068818735890090466}, {""label"": ""excitement"", ""score"": 0.0017744385404512286}, {""label"": ""fear"", ""score"": 0.00946829654276371}, {""label"": ""gratitude"", ""score"": 0.000998627976514399}, {""label"": ""grief"", ""score"": 0.0010469785192981362}, {""label"": ""joy"", ""score"": 0.0017207796918228269}, {""label"": ""love"", ""score"": 0.001648423378355801}, {""label"": ""nervousness"", ""score"": 0.00862475298345089}, {""label"": ""optimism"", ""score"": 0.007643848191946745}, {""label"": ""pride"", ""score"": 0.00025885080685839057}, {""label"": ""realization"", ""score"": 0.022620495408773422}, {""label"": ""relief"", ""score"": 0.0007626383448950946}, {""label"": ""remorse"", ""score"": 0.0031185911502689123}, {""label"": ""sadness"", ""score"": 0.008480366319417953}, {""label"": ""surprise"", ""score"": 0.004997957497835159}, {""label"": ""neutral"", ""score"": 0.17780491709709167}]",confusion,1.090909090909091,Ce tweet a un score de fiabilité de 1.1%.
at://did:plc:quhikmoioj6wpovzyle6hiiy/app.bsky.feed.post/3lt4x6iymxc2t,https://bsky.app/profile/drgavazzi.bsky.social/post/3lt4x6iymxc2t,bafyreie6fd7dnodrpij6ruza6e5qnt3le3z34u22jvpgiwvgctojrfgobu,"Moral conviction - viewing attitudes as fundamentally right/wrong - creates psychologically distinct attitudes that resist influence, predict intolerance and political engagement, and can be understood through processes of attitude moralization.",2025-07-04T09:40:30.938Z,2025-07-04T09:40:32.936Z,"""external=External(description='Find information and research on ethics, psychology, decision-making, AI, morality, ethical decision-making for mental health practitioners.', title='The Psychology of Moral Conviction', uri='https://www.ethicalpsychology.com/2025/07/the-psychology-of-moral-conviction.html', thumb=BlobRef(mime_type='image/jpeg', size=991543, ref=IpldLink(link='bafkreidpdlorloyny6526klogra74psxbgjrp6zg4bq275bwydghq7j2iy'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'""",0,0,0,did:plc:quhikmoioj6wpovzyle6hiiy,drgavazzi.bsky.social,John Gavazzi - Psychologist ,0,0,0,2023-08-30T01:23:54.990Z,,False,,False,"""[]""",2025-07-04T10:10:32.341075Z,Vrai,"[0.006857020314782858, 0.9931429624557495]","[{""label"": ""admiration"", ""score"": 0.004002646077424288}, {""label"": ""amusement"", ""score"": 0.0006337602389976382}, {""label"": ""anger"", ""score"": 0.0010062471264973283}, {""label"": ""annoyance"", ""score"": 0.006173851899802685}, {""label"": ""approval"", ""score"": 0.45640116930007935}, {""label"": ""caring"", ""score"": 0.002243014285340905}, {""label"": ""confusion"", ""score"": 0.027149071916937828}, {""label"": ""curiosity"", ""score"": 0.0040721832774579525}, {""label"": ""desire"", ""score"": 0.0015181757044047117}, {""label"": ""disappointment"", ""score"": 0.003589692758396268}, {""label"": ""disapproval"", ""score"": 0.011419937014579773}, {""label"": ""disgust"", ""score"": 0.0012358203530311584}, {""label"": ""embarrassment"", ""score"": 0.0003689686127472669}, {""label"": ""excitement"", ""score"": 0.0005467252340167761}, {""label"": ""fear"", ""score"": 0.0005721426568925381}, {""label"": ""gratitude"", ""score"": 0.0009532900876365602}, {""label"": ""grief"", ""score"": 0.0002456700603943318}, {""label"": ""joy"", ""score"": 0.0008267624070867896}, {""label"": ""love"", ""score"": 0.002541174180805683}, {""label"": ""nervousness"", ""score"": 0.00039389857556670904}, {""label"": ""optimism"", ""score"": 0.01277744211256504}, {""label"": ""pride"", ""score"": 0.00036226215888746083}, {""label"": ""realization"", ""score"": 0.06494331359863281}, {""label"": ""relief"", ""score"": 0.0008353652083314955}, {""label"": ""remorse"", ""score"": 0.0005487679154612124}, {""label"": ""sadness"", ""score"": 0.0010536209447309375}, {""label"": ""surprise"", ""score"": 0.0005384599207900465}, {""label"": ""neutral"", ""score"": 0.5690311789512634}]",neutral,0.0,Ce tweet a un score de fiabilité de 0.0%.
at://did:plc:6rmrhohel6shjpoug4yfzspr/app.bsky.feed.post/3lt4x6f7lvs2w,https://bsky.app/profile/thenewarab.bsky.social/post/3lt4x6f7lvs2w,bafyreigvhguwjb7qne4efpox3du3ad7oxpl73eoxyg5pu55nmijpduv4qq,"This development follows a series of political moves initiated by imprisoned Kurdish leader Abdullah Öcalan, who issued a call for ""Peace and Democratic Society"" in late February ⬇️",2025-07-04T09:40:26.971Z,2025-07-04T09:40:29.835Z,"""external=External(description='Whether that vision can now be realised without arms, Hiwa said, will depend \""largely on the Turkish state\u2019s willingness to engage in good faith\"".', title='PKK eyes \u2019democratic integration\u2019 in Turkey', uri='https://www.newarab.com/news/pkk-eyes-democratic-integration-turkey', thumb=BlobRef(mime_type='image/jpeg', size=569765, ref=IpldLink(link='bafkreidrgmsibpvxpru7pmabmlgmwlwsugge6kmn4fk552pqrtz35b56tq'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'""",0,0,0,did:plc:6rmrhohel6shjpoug4yfzspr,thenewarab.bsky.social,The New Arab,0,0,0,2023-07-18T14:09:26.368Z,,False,,False,"""[]""",2025-07-04T10:10:32.341237Z,Faux,"[0.80855792760849, 0.1914421021938324]","[{""label"": ""admiration"", ""score"": 0.003351818770170212}, {""label"": ""amusement"", ""score"": 0.001163291628472507}, {""label"": ""anger"", ""score"": 0.0006119772442616522}, {""label"": ""annoyance"", ""score"": 0.005993437021970749}, {""label"": ""approval"", ""score"": 0.26777300238609314}, {""label"": ""caring"", ""score"": 0.0018749830778688192}, {""label"": ""confusion"", ""score"": 0.005122625734657049}, {""label"": ""curiosity"", ""score"": 0.0020060837268829346}, {""label"": ""desire"", ""score"": 0.003265024395659566}, {""label"": ""disappointment"", ""score"": 0.006244339048862457}, {""label"": ""disapproval"", ""score"": 0.005379991140216589}, {""label"": ""disgust"", ""score"": 0.0011256749276071787}, {""label"": ""embarrassment"", ""score"": 0.0007281257421709597}, {""label"": ""excitement"", ""score"": 0.0023182895965874195}, {""label"": ""fear"", ""score"": 0.0007830208633095026}, {""label"": ""gratitude"", ""score"": 0.0006457009585574269}, {""label"": ""grief"", ""score"": 0.0004322726163081825}, {""label"": ""joy"", ""score"": 0.002190792467445135}, {""label"": ""love"", ""score"": 0.0013099650386720896}, {""label"": ""nervousness"", ""score"": 0.0008429466397501528}, {""label"": ""optimism"", ""score"": 0.020369092002511024}, {""label"": ""pride"", ""score"": 0.0008761131903156638}, {""label"": ""realization"", ""score"": 0.14835430681705475}, {""label"": ""relief"", ""score"": 0.0019306272733956575}, {""label"": ""remorse"", ""score"": 0.0006476198323071003}, {""label"": ""sadness"", ""score"": 0.0018377949018031359}, {""label"": ""surprise"", ""score"": 0.0016085637034848332}, {""label"": ""neutral"", ""score"": 0.756240725517273}]",neutral,0.0,Ce tweet a un score de fiabilité de 0.0%.
